,Unnamed: 0,statute,description,subject_no,trr_report_id
8621,8621,9-64-140(B),COMMON-CARRIER VEHICLE STOPS AND STANDS,1940026.0,100156
8622,8622,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19400348.0,100160
8623,8623,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19400348.0,100160
8624,8624,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19400348.0,100160
8625,8625,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400348.0,100160
8626,8626,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19400348.0,100160
8627,8627,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19400348.0,100164
8628,8628,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19400348.0,100164
8629,8629,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19400348.0,100164
8630,8630,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400348.0,100164
8631,8631,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19400348.0,100164
8632,8632,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400348.0,100165
8633,8633,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19400348.0,100165
8634,8634,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19400398.0,100166
8635,8635,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400398.0,100166
8636,8636,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19400619.0,100168
8637,8637,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19400619.0,100168
8638,8638,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19400637.0,100169
8639,8639,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19400637.0,100170
8640,8640,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19400669.0,100171
8641,8641,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19400669.0,100172
8642,8642,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19400669.0,100173
8643,8643,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19400689.0,100174
8644,8644,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19400689.0,100175
8645,8645,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19400706.0,100177
8646,8646,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19400706.0,100177
8647,8647,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19400706.0,100177
8648,8648,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19400706.0,100177
8649,8649,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400706.0,100177
8650,8650,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19400706.0,100178
8651,8651,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19400706.0,100178
8652,8652,625 ILCS 5.0/3-707-A-5,UNINSURED MTR VEH,19400706.0,100178
8653,8653,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19400706.0,100178
8654,8654,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400706.0,100178
8655,8655,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19400817.0,100179
8656,8656,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400817.0,100179
8657,8657,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19400817.0,100179
8658,8658,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19400818.0,100180
8659,8659,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400818.0,100180
8660,8660,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19400818.0,100180
8661,8661,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19400818.0,100181
8662,8662,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400818.0,100181
8663,8663,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19400818.0,100181
8664,8664,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19400930.0,100183
8665,8665,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19400930.0,100183
8666,8666,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400930.0,100183
8667,8667,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19400944.0,100186
8668,8668,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19400944.0,100186
8669,8669,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400944.0,100186
8670,8670,430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19400992.0,100187
8671,8671,430 ILCS 66.0/10-H,FCCL FL DISCL CONCEALED FIR   ,19400992.0,100187
8672,8672,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400992.0,100187
8673,8673,430 ILCS 65.0/2-A-1,FIREARM W/O VALID FOID/ELIG,19400992.0,100188
8674,8674,430 ILCS 66.0/10-H,FCCL FL DISCL CONCEALED FIR   ,19400992.0,100188
8675,8675,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400992.0,100188
8676,8676,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19401004.0,100189
8677,8677,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19401004.0,100189
8678,8678,720 ILCS 5.0/24-1.6-A-2,AGG UUW/ON PERSON,19401004.0,100189
8679,8679,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401004.0,100189
8680,8680,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19401004.0,100189
8681,8681,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19400944.0,100190
8682,8682,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19400944.0,100190
8683,8683,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19400944.0,100190
8684,8684,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19401007.0,100191
8685,8685,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19401007.0,100191
8686,8686,720 ILCS 5.0/24-1.6-A-2,AGG UUW/ON PERSON,19401007.0,100191
8687,8687,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401007.0,100191
8688,8688,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19401007.0,100191
8689,8689,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19401007.0,100192
8690,8690,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19401007.0,100192
8691,8691,720 ILCS 5.0/24-1.6-A-2,AGG UUW/ON PERSON,19401007.0,100192
8692,8692,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401007.0,100192
8693,8693,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19401007.0,100192
8694,8694,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19401023.0,100193
8695,8695,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,19401023.0,100193
8696,8696,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401023.0,100193
8697,8697,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19401023.0,100193
8698,8698,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19401036.0,100194
8699,8699,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19401036.0,100194
8700,8700,9-52-020,RIDING BICYCLE ON SIDEWALK,19401036.0,100194
8701,8701,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,1940100.0,100195
8702,8702,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,1940100.0,100195
8703,8703,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1940100.0,100195
8704,8704,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,1940100.0,100195
8705,8705,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19401296.0,100196
8706,8706,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401296.0,100196
8707,8707,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19401445.0,100197
8708,8708,720 ILCS 5.0/12-3.05-F-1,AGG BATTERY/USE DEADLY WEAPON,19401445.0,100197
8709,8709,720 ILCS 5.0/18-2-A-1,ROBBERY - ARMED - OTHER DANGEROUS WEAPON,19401445.0,100197
8710,8710,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19401451.0,100198
8711,8711,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19401451.0,100198
8712,8712,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401451.0,100198
8713,8713,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19401451.0,100198
8714,8714,9-76-050(D),"LIGHT, LICENSE PLATE",19401451.0,100198
8715,8715,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,1940145.0,100199
8716,8716,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,1940145.0,100199
8717,8717,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1940145.0,100199
8718,8718,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,1940145.0,100199
8719,8719,9-76-050(D),"LIGHT, LICENSE PLATE",1940145.0,100199
8720,8720,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,19040156.0,100204
8721,8721,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19040156.0,100204
8722,8722,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19040156.0,100204
8723,8723,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,19401569.0,100205
8724,8724,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401569.0,100205
8725,8725,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19401963.0,100206
8726,8726,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19401963.0,100206
8727,8727,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19401963.0,100206
8728,8728,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19401963.0,100206
8729,8729,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,19401963.0,100206
8730,8730,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19401928.0,100213
8731,8731,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19401928.0,100213
8732,8732,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,19401928.0,100213
8733,8733,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19401928.0,100214
8734,8734,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19401928.0,100214
8735,8735,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,19401928.0,100214
8736,8736,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19401928.0,100215
8737,8737,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19401928.0,100215
8738,8738,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS B OFFENSE,19401928.0,100215
8739,8739,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19401993.0,100220
8740,8740,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19401993.0,100220
8741,8741,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401993.0,100220
8742,8742,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19401993.0,100221
8743,8743,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19401993.0,100221
8744,8744,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19401993.0,100221
8745,8745,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19402173.0,100222
8746,8746,"625 ILCS 5.0/18B-103,392.14",TOO FAST FOR CONDITIONS,19402173.0,100222
8747,8747,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19402173.0,100222
8748,8748,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402173.0,100222
8749,8749,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402173.0,100222
8750,8750,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402173.0,100222
8751,8751,625 ILCS 5.0/11-402-A,LEAVING THE SCENE,19402173.0,100223
8752,8752,"625 ILCS 5.0/18B-103,392.14",TOO FAST FOR CONDITIONS,19402173.0,100223
8753,8753,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19402173.0,100223
8754,8754,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402173.0,100223
8755,8755,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402173.0,100223
8756,8756,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402173.0,100223
8757,8757,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402187.0,100224
8758,8758,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19402187.0,100224
8759,8759,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402187.0,100225
8760,8760,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19402187.0,100225
8761,8761,625 ILCS 5.0/12-503-C,IVC - OBSTRUCT DRIVER'S VIEW/1ST&2ND,19402263.0,100227
8762,8762,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19402263.0,100227
8763,8763,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402263.0,100227
8764,8764,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402263.0,100227
8765,8765,625 ILCS 5.0/12-503-C,IVC - OBSTRUCT DRIVER'S VIEW/1ST&2ND,19402263.0,100228
8766,8766,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19402263.0,100228
8767,8767,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402263.0,100228
8768,8768,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402263.0,100228
8769,8769,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,19402342.0,100229
8770,8770,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402342.0,100229
8771,8771,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEH/FIR LOADED/NO FOID,19402342.0,100229
8772,8772,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402342.0,100229
8773,8773,9-80-220,"FALSE,STOLEN,ALTERED TEMP.REGISTRATION PERMIT",19402342.0,100229
8774,8774,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19402353.0,100230
8775,8775,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19402353.0,100230
8776,8776,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402353.0,100230
8777,8777,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19402353.0,100232
8778,8778,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19402353.0,100232
8779,8779,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402353.0,100232
8780,8780,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19402386.0,100233
8781,8781,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19402505.0,100235
8782,8782,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19402505.0,100235
8783,8783,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19402616.0,100236
8784,8784,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19402616.0,100236
8785,8785,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19402642.0,100237
8786,8786,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19402642.0,100237
8787,8787,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402642.0,100237
8788,8788,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19402642.0,100238
8789,8789,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19402642.0,100238
8790,8790,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402642.0,100238
8791,8791,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19402651.0,100239
8792,8792,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402651.0,100239
8793,8793,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19402651.0,100239
8794,8794,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402651.0,100239
8795,8795,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19402642.0,100241
8796,8796,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19402642.0,100241
8797,8797,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402642.0,100241
8798,8798,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19402651.0,100242
8799,8799,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402651.0,100242
8800,8800,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19402651.0,100242
8801,8801,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402651.0,100242
8802,8802,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19402651.0,100243
8803,8803,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402651.0,100243
8804,8804,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19402651.0,100243
8805,8805,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402651.0,100243
8806,8806,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19402700.0,100246
8807,8807,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402700.0,100246
8808,8808,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19402700.0,100246
8809,8809,10-8-334(D),PUBLIC ASSEMBLY,19402760.0,100248
8810,8810,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402760.0,100248
8811,8811,10-8-334(D),PUBLIC ASSEMBLY,19402760.0,100250
8812,8812,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402760.0,100250
8813,8813,10-8-334(D),PUBLIC ASSEMBLY,19402781.0,100251
8814,8814,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19402781.0,100251
8815,8815,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402781.0,100251
8816,8816,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19402910.0,100256
8817,8817,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19402910.0,100256
8818,8818,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19402910.0,100256
8819,8819,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,1940291.0,100257
8820,8820,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1940291.0,100257
8821,8821,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,1940291.0,100257
8822,8822,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",1940291.0,100258
8823,8823,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1940291.0,100258
8824,8824,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1940291.0,100258
8825,8825,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",1940291.0,100259
8826,8826,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1940291.0,100259
8827,8827,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1940291.0,100259
8828,8828,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402991.0,100260
8829,8829,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19402991.0,100261
8830,8830,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19403000.0,100262
8831,8831,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19403000.0,100262
8832,8832,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19403000.0,100262
8833,8833,8-4-017,NARCOTIC RELATED LOITERING,19403000.0,100262
8834,8834,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19403000.0,100263
8835,8835,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19403000.0,100263
8836,8836,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19403000.0,100263
8837,8837,8-4-017,NARCOTIC RELATED LOITERING,19403000.0,100263
8838,8838,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19403093.0,100264
8839,8839,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19403093.0,100264
8840,8840,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19403093.0,100264
8841,8841,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19403093.0,100264
8842,8842,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19403093.0,100264
8843,8843,725 ILCS 5.0/112A-23-E,VIOLATE ORDER OF PROTECTION   ,19403093.0,100264
8844,8844,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19403093.0,100265
8845,8845,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19403093.0,100265
8846,8846,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19403093.0,100265
8847,8847,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19403093.0,100265
8848,8848,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19403093.0,100265
8849,8849,725 ILCS 5.0/112A-23-E,VIOLATE ORDER OF PROTECTION   ,19403093.0,100265
8850,8850,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19403093.0,100266
8851,8851,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19403093.0,100266
8852,8852,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19403093.0,100266
8853,8853,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19403093.0,100266
8854,8854,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19403093.0,100266
8855,8855,725 ILCS 5.0/112A-23-E,VIOLATE ORDER OF PROTECTION   ,19403093.0,100266
8856,8856,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19403120.0,100267
8857,8857,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/<$500,19403120.0,100267
8858,8858,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19403178.0,100268
8859,8859,8-4-010(A),DISORDERLY CONDUCT - BREACH OF PEACE,19403178.0,100268
8860,8860,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19403178.0,100269
8861,8861,8-4-010(A),DISORDERLY CONDUCT - BREACH OF PEACE,19403178.0,100269
8862,8862,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19403178.0,100270
8863,8863,8-4-010(A),DISORDERLY CONDUCT - BREACH OF PEACE,19403178.0,100270
8864,8864,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19403208.0,100271
8865,8865,720 ILCS 5.0/12-2-B-8,AGG ASSAULT/TRANSIT EMPLOYEE,19403208.0,100271
8866,8866,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19403311.0,100275
